x,y,z,n1,n2,n3
7,2.5,13,-0.35,0.93,0.12
8,3.0,12,-0.35,0.93,0.12
8,2.875,13,-0.35,0.93,0.12
7,2.5,13,0.35,-0.93,0.12
7,2.625,14,0.35,-0.93,0.12
8,2.875,13,0.35,-0.93,0.12
7,2.625,14,0.22,0.87,0.44
8,2.875,13,0.22,0.87,0.44
8,2.375,14,0.22,0.87,0.44
7,2.625,14,-0.24,-0.96,-0.12
7,2.5,15,-0.24,-0.96,-0.12
8,2.375,14,-0.24,-0.96,-0.12
7,2.5,15,-0.39,0.78,-0.49
8,2.375,14,-0.39,0.78,-0.49
8,3.0,15,-0.39,0.78,-0.49
7,2.5,15,0.44,-0.87,0.22
7,2.75,16,0.44,-0.87,0.22
8,3.0,15,0.44,-0.87,0.22
7,2.75,16,0.22,0.87,0.44
8,3.0,15,0.22,0.87,0.44
8,2.5,16,0.22,0.87,0.44
7,2.75,16,-0.2,-0.78,0.59
7,3.5,17,-0.2,-0.78,0.59
8,2.5,16,-0.2,-0.78,0.59
7,3.5,17,0.74,0.66,0.08
8,2.5,16,0.74,0.66,0.08
8,2.375,17,0.74,0.66,0.08
7,3.5,17,-0.74,-0.66,0.08
7,3.625,18,-0.74,-0.66,0.08
8,2.375,17,-0.74,-0.66,0.08
7,3.625,18,0.84,0.48,0.24
8,2.375,17,0.84,0.48,0.24
8,1.875,18,0.84,0.48,0.24
7,3.625,18,-0.87,-0.5,0.06
7,3.75,19,-0.87,-0.5,0.06
8,1.875,18,-0.87,-0.5,0.06
7,3.75,19,0.81,0.54,-0.2
8,1.875,18,0.81,0.54,-0.2
8,2.25,19,0.81,0.54,-0.2
7,3.75,19,-0.83,-0.55,0.0
7,3.75,20,-0.83,-0.55,0.0
8,2.25,19,-0.83,-0.55,0.0
7,3.75,20,0.83,0.55,-0.0
8,2.25,19,0.83,0.55,-0.0
8,2.25,20,0.83,0.55,-0.0
7,3.75,20,-0.77,-0.51,-0.38
7,3.0,21,-0.77,-0.51,-0.38
8,2.25,20,-0.77,-0.51,-0.38
7,3.0,21,-0.09,0.75,-0.66
8,2.25,20,-0.09,0.75,-0.66
8,3.125,21,-0.09,0.75,-0.66
7,3.0,21,0.11,-0.84,-0.53
7,2.375,22,0.11,-0.84,-0.53
8,3.125,21,0.11,-0.84,-0.53
7,2.375,22,-0.53,0.84,0.11
8,3.125,21,-0.53,0.84,0.11
8,3.0,22,-0.53,0.84,0.11
7,2.375,22,0.52,-0.83,0.21
7,2.625,23,0.52,-0.83,0.21
8,3.0,22,0.52,-0.83,0.21
7,2.625,23,-0.24,0.96,0.12
8,3.0,22,-0.24,0.96,0.12
8,2.875,23,-0.24,0.96,0.12
7,2.625,23,0.24,-0.94,0.24
7,2.875,24,0.24,-0.94,0.24
8,2.875,23,0.24,-0.94,0.24
7,2.875,24,-0.12,0.98,-0.12
8,2.875,23,-0.12,0.98,-0.12
8,3.0,24,-0.12,0.98,-0.12
7,2.875,24,0.12,-0.98,-0.12
7,2.75,25,0.12,-0.98,-0.12
8,3.0,24,0.12,-0.98,-0.12
7,2.75,25,0.3,0.81,0.51
8,3.0,24,0.3,0.81,0.51
8,2.375,25,0.3,0.81,0.51
7,2.75,25,-0.35,-0.94,0.0
7,2.75,26,-0.35,-0.94,0.0
8,2.375,25,-0.35,-0.94,0.0
7,2.75,26,-0.4,0.65,-0.65
8,2.375,25,-0.4,0.65,-0.65
8,3.375,26,-0.4,0.65,-0.65
7,2.75,26,0.52,-0.83,-0.21
7,2.5,27,0.52,-0.83,-0.21
8,3.375,26,0.52,-0.83,-0.21
7,2.5,27,0.16,0.66,0.74
8,3.375,26,0.16,0.66,0.74
8,2.25,27,0.16,0.66,0.74
7,2.5,27,-0.24,-0.94,0.24
7,2.75,28,-0.24,-0.94,0.24
8,2.25,27,-0.24,-0.94,0.24
7,2.75,28,0.12,0.93,-0.35
8,2.25,27,0.12,0.93,-0.35
8,2.625,28,0.12,0.93,-0.35
7,2.75,28,-0.12,-0.99,0.05
7,2.8,29,-0.12,-0.99,0.05
8,2.625,28,-0.12,-0.99,0.05
7,2.8,29,0.66,0.47,0.58
8,2.625,28,0.66,0.47,0.58
8,1.4,29,0.66,0.47,0.58
8,2.0,0,0.91,-0.41,0.05
8,2.125,1,0.91,-0.41,0.05
9,4.2,0,0.91,-0.41,0.05
8,2.125,1,-0.33,0.54,0.78
9,4.2,0,-0.33,0.54,0.78
9,2.75,1,-0.33,0.54,0.78
8,2.125,1,0.43,-0.68,0.6
8,3.0,2,0.43,-0.68,0.6
9,2.75,1,0.43,-0.68,0.6
8,3.0,2,0.35,0.93,0.12
9,2.75,1,0.35,0.93,0.12
9,2.625,2,0.35,0.93,0.12
8,3.0,2,-0.33,-0.88,-0.33
8,2.625,3,-0.33,-0.88,-0.33
9,2.625,2,-0.33,-0.88,-0.33
8,2.625,3,0.55,0.63,0.55
9,2.625,2,0.55,0.63,0.55
9,1.75,3,0.55,0.63,0.55
8,2.625,3,-0.66,-0.75,0.0
8,2.625,4,-0.66,-0.75,0.0
9,1.75,3,-0.66,-0.75,0.0
8,2.625,4,0.32,0.85,-0.42
9,1.75,3,0.32,0.85,-0.42
9,2.25,4,0.32,0.85,-0.42
8,2.625,4,-0.32,-0.85,0.42
8,3.125,5,-0.32,-0.85,0.42
9,2.25,4,-0.32,-0.85,0.42
8,3.125,5,0.21,0.83,-0.52
9,2.25,4,0.21,0.83,-0.52
9,2.875,5,0.21,0.83,-0.52
8,3.125,5,-0.23,-0.91,-0.34
8,2.75,6,-0.23,-0.91,-0.34
9,2.875,5,-0.23,-0.91,-0.34
8,2.75,6,0.23,0.91,0.34
9,2.875,5,0.23,0.91,0.34
9,2.5,6,0.23,0.91,0.34
8,2.75,6,-0.2,-0.78,0.59
8,3.5,7,-0.2,-0.78,0.59
9,2.5,6,-0.2,-0.78,0.59
8,3.5,7,-0.15,0.62,-0.77
9,2.5,6,-0.15,0.62,-0.77
9,3.75,7,-0.15,0.62,-0.77
8,3.5,7,0.16,-0.66,-0.74
8,2.375,8,0.16,-0.66,-0.74
9,3.75,7,0.16,-0.66,-0.74
8,2.375,8,-0.26,0.68,0.68
9,3.75,7,-0.26,0.68,0.68
9,2.75,8,-0.26,0.68,0.68
8,2.375,8,0.29,-0.77,0.57
8,3.125,9,0.29,-0.77,0.57
9,2.75,8,0.29,-0.77,0.57
8,3.125,9,0.44,0.89,0.11
9,2.75,8,0.44,0.89,0.11
9,2.625,9,0.44,0.89,0.11
8,3.125,9,-0.44,-0.89,-0.11
8,3.0,10,-0.44,-0.89,-0.11
9,2.625,9,-0.44,-0.89,-0.11
8,3.0,10,0.52,0.83,0.21
9,2.625,9,0.52,0.83,0.21
9,2.375,10,0.52,0.83,0.21
8,3.0,10,-0.53,-0.84,0.11
8,3.125,11,-0.53,-0.84,0.11
9,2.375,10,-0.53,-0.84,0.11
8,3.125,11,0.33,0.88,-0.33
9,2.375,10,0.33,0.88,-0.33
9,2.75,11,0.33,0.88,-0.33
8,3.125,11,-0.35,-0.93,-0.12
8,3.0,12,-0.35,-0.93,-0.12
9,2.75,11,-0.35,-0.93,-0.12
8,3.0,12,0.51,0.81,0.3
9,2.75,11,0.51,0.81,0.3
9,2.375,12,0.51,0.81,0.3
8,3.0,12,-0.53,-0.84,-0.11
8,2.875,13,-0.53,-0.84,-0.11
9,2.375,12,-0.53,-0.84,-0.11
8,2.875,13,0.45,0.89,-0.0
9,2.375,12,0.45,0.89,-0.0
9,2.375,13,0.45,0.89,-0.0
8,2.875,13,-0.41,-0.82,-0.41
8,2.375,14,-0.41,-0.82,-0.41
9,2.375,13,-0.41,-0.82,-0.41
8,2.375,14,0.55,0.63,0.55
9,2.375,13,0.55,0.63,0.55
9,1.5,14,0.55,0.63,0.55
8,2.375,14,-0.6,-0.68,0.43
8,3.0,15,-0.6,-0.68,0.43
9,1.5,14,-0.6,-0.68,0.43
8,3.0,15,0.51,0.69,-0.51
9,1.5,14,0.51,0.69,-0.51
9,2.25,15,0.51,0.69,-0.51
8,3.0,15,-0.56,-0.74,-0.37
8,2.5,16,-0.56,-0.74,-0.37
9,2.25,15,-0.56,-0.74,-0.37
8,2.5,16,0.44,0.87,0.22
9,2.25,15,0.44,0.87,0.22
9,2.0,16,0.44,0.87,0.22
8,2.5,16,-0.44,-0.89,-0.11
8,2.375,17,-0.44,-0.89,-0.11
9,2.0,16,-0.44,-0.89,-0.11
8,2.375,17,-0.21,0.83,-0.52
9,2.0,16,-0.21,0.83,-0.52
9,2.625,17,-0.21,0.83,-0.52
8,2.375,17,0.22,-0.87,-0.44
8,1.875,18,0.22,-0.87,-0.44
9,2.625,17,0.22,-0.87,-0.44
8,1.875,18,-0.7,0.7,-0.17
9,2.625,17,-0.7,0.7,-0.17
9,2.875,18,-0.7,0.7,-0.17
8,1.875,18,0.68,-0.68,0.26
8,2.25,19,0.68,-0.68,0.26
9,2.875,18,0.68,-0.68,0.26
8,2.25,19,-0.68,0.68,-0.26
9,2.875,18,-0.68,0.68,-0.26
9,3.25,19,-0.68,0.68,-0.26
8,2.25,19,0.71,-0.71,0.0
8,2.25,20,0.71,-0.71,0.0
9,3.25,19,0.71,-0.71,0.0
8,2.25,20,0.0,0.71,0.71
9,3.25,19,0.0,0.71,0.71
9,2.25,20,0.0,0.71,0.71
8,2.25,20,0.0,-0.75,0.66
8,3.125,21,0.0,-0.75,0.66
9,2.25,20,0.0,-0.75,0.66
8,3.125,21,0.7,0.7,0.09
9,2.25,20,0.7,0.7,0.09
9,2.125,21,0.7,0.7,0.09
8,3.125,21,-0.7,-0.7,-0.09
8,3.0,22,-0.7,-0.7,-0.09
9,2.125,21,-0.7,-0.7,-0.09
8,3.0,22,0.21,0.83,-0.52
9,2.125,21,0.21,0.83,-0.52
9,2.75,22,0.21,0.83,-0.52
8,3.0,22,-0.24,-0.96,-0.12
8,2.875,23,-0.24,-0.96,-0.12
9,2.75,22,-0.24,-0.96,-0.12
8,2.875,23,-0.12,0.96,-0.24
9,2.75,22,-0.12,0.96,-0.24
9,3.0,23,-0.12,0.96,-0.24
8,2.875,23,0.12,-0.98,0.12
8,3.0,24,0.12,-0.98,0.12
9,3.0,23,0.12,-0.98,0.12
8,3.0,24,-0.55,0.63,-0.55
9,3.0,23,-0.55,0.63,-0.55
9,3.875,24,-0.55,0.63,-0.55
8,3.0,24,0.6,-0.68,-0.43
8,2.375,25,0.6,-0.68,-0.43
9,3.875,24,0.6,-0.68,-0.43
8,2.375,25,0.07,0.52,0.85
9,3.875,24,0.07,0.52,0.85
9,2.25,25,0.07,0.52,0.85
8,2.375,25,-0.09,-0.7,0.7
8,3.375,26,-0.09,-0.7,0.7
9,2.25,25,-0.09,-0.7,0.7
8,3.375,26,0.75,0.66,-0.0
9,2.25,25,0.75,0.66,-0.0
9,2.25,26,0.75,0.66,-0.0
8,3.375,26,-0.6,-0.53,-0.6
8,2.25,27,-0.6,-0.53,-0.6
9,2.25,26,-0.6,-0.53,-0.6
8,2.25,27,0.41,0.82,0.41
9,2.25,26,0.41,0.82,0.41
9,1.75,27,0.41,0.82,0.41
8,2.25,27,-0.42,-0.85,0.32
8,2.625,28,-0.42,-0.85,0.32
9,1.75,27,-0.42,-0.85,0.32
8,2.625,28,-0.09,0.7,-0.7
9,1.75,27,-0.09,0.7,-0.7
9,2.75,28,-0.09,0.7,-0.7
8,2.625,28,0.08,-0.63,-0.77
8,1.4,29,0.08,-0.63,-0.77
9,2.75,28,0.08,-0.63,-0.77
8,1.4,29,-0.57,0.72,0.39
9,2.75,28,-0.57,0.72,0.39
9,2.2,29,-0.57,0.72,0.39
9,4.2,0,-0.67,-0.42,-0.61
9,2.75,1,-0.67,-0.42,-0.61
10,2.6,0,-0.67,-0.42,-0.61
9,2.75,1,-0.23,0.9,-0.36
10,2.6,0,-0.23,0.9,-0.36
10,3.0,1,-0.23,0.9,-0.36
9,2.75,1,0.24,-0.96,-0.12
9,2.625,2,0.24,-0.96,-0.12
10,3.0,1,0.24,-0.96,-0.12
9,2.625,2,-0.52,0.83,-0.21
10,3.0,1,-0.52,0.83,-0.21
10,3.25,2,-0.52,0.83,-0.21
9,2.625,2,0.43,-0.68,-0.6
9,1.75,3,0.43,-0.68,-0.6
10,3.25,2,0.43,-0.68,-0.6
9,1.75,3,-0.67,0.67,0.33
10,3.25,2,-0.67,0.67,0.33
10,2.75,3,-0.67,0.67,0.33
9,1.75,3,0.67,-0.67,0.33
9,2.25,4,0.67,-0.67,0.33
10,2.75,3,0.67,-0.67,0.33
9,2.25,4,0.2,0.78,0.59
10,2.75,3,0.2,0.78,0.59
10,2.0,4,0.2,0.78,0.59
9,2.25,4,-0.21,-0.83,0.52
9,2.875,5,-0.21,-0.83,0.52
10,2.0,4,-0.21,-0.83,0.52
9,2.875,5,0.32,0.85,-0.42
10,2.0,4,0.32,0.85,-0.42
10,2.5,5,0.32,0.85,-0.42
9,2.875,5,-0.33,-0.88,-0.33
9,2.5,6,-0.33,-0.88,-0.33
10,2.5,5,-0.33,-0.88,-0.33
9,2.5,6,0.41,0.82,0.41
10,2.5,5,0.41,0.82,0.41
10,2.0,6,0.41,0.82,0.41
9,2.5,6,-0.3,-0.6,0.75
9,3.75,7,-0.3,-0.6,0.75
10,2.0,6,-0.3,-0.6,0.75
9,3.75,7,0.3,0.6,-0.75
10,2.0,6,0.3,0.6,-0.75
10,3.25,7,0.3,0.6,-0.75
9,3.75,7,-0.33,-0.67,-0.67
9,2.75,8,-0.33,-0.67,-0.67
10,3.25,7,-0.33,-0.67,-0.67
9,2.75,8,0.27,0.72,0.63
10,3.25,7,0.27,0.72,0.63
10,2.375,8,0.27,0.72,0.63
9,2.75,8,-0.35,-0.93,-0.12
9,2.625,9,-0.35,-0.93,-0.12
10,2.375,8,-0.35,-0.93,-0.12
9,2.625,9,-0.12,0.93,-0.35
10,2.375,8,-0.12,0.93,-0.35
10,2.75,9,-0.12,0.93,-0.35
9,2.625,9,0.12,-0.96,-0.24
9,2.375,10,0.12,-0.96,-0.24
10,2.75,9,0.12,-0.96,-0.24
9,2.375,10,0.11,0.89,0.44
10,2.75,9,0.11,0.89,0.44
10,2.25,10,0.11,0.89,0.44
9,2.375,10,-0.12,-0.93,0.35
9,2.75,11,-0.12,-0.93,0.35
10,2.25,10,-0.12,-0.93,0.35
9,2.75,11,0.12,0.93,-0.35
10,2.25,10,0.12,0.93,-0.35
10,2.625,11,0.12,0.93,-0.35
9,2.75,11,-0.12,-0.93,-0.35
9,2.375,12,-0.12,-0.93,-0.35
10,2.625,11,-0.12,-0.93,-0.35
9,2.375,12,0.0,0.97,0.24
10,2.625,11,0.0,0.97,0.24
10,2.375,12,0.0,0.97,0.24
9,2.375,12,0.0,-1.0,0.0
9,2.375,13,0.0,-1.0,0.0
10,2.375,12,0.0,-1.0,0.0
9,2.375,13,-0.12,0.98,-0.12
10,2.375,12,-0.12,0.98,-0.12
10,2.5,13,-0.12,0.98,-0.12
9,2.375,13,0.09,-0.75,-0.66
9,1.5,14,0.09,-0.75,-0.66
10,2.5,13,0.09,-0.75,-0.66
9,1.5,14,-0.74,0.66,-0.08
10,2.5,13,-0.74,0.66,-0.08
10,2.625,14,-0.74,0.66,-0.08
9,1.5,14,0.67,-0.59,0.45
9,2.25,15,0.67,-0.59,0.45
10,2.625,14,0.67,-0.59,0.45
9,2.25,15,0.0,0.94,0.35
10,2.625,14,0.0,0.94,0.35
10,2.25,15,0.0,0.94,0.35
9,2.25,15,0.0,-0.97,-0.24
9,2.0,16,0.0,-0.97,-0.24
10,2.25,15,0.0,-0.97,-0.24
9,2.0,16,0.12,0.93,0.35
10,2.25,15,0.12,0.93,0.35
10,1.875,16,0.12,0.93,0.35
9,2.0,16,-0.11,-0.84,0.53
9,2.625,17,-0.11,-0.84,0.53
10,1.875,16,-0.11,-0.84,0.53
9,2.625,17,0.7,0.7,0.17
10,1.875,16,0.7,0.7,0.17
10,1.625,17,0.7,0.7,0.17
9,2.625,17,-0.7,-0.7,0.17
9,2.875,18,-0.7,-0.7,0.17
10,1.625,17,-0.7,-0.7,0.17
9,2.875,18,0.63,0.72,-0.27
10,1.625,17,0.63,0.72,-0.27
10,2.0,18,0.63,0.72,-0.27
9,2.875,18,-0.63,-0.72,0.27
9,3.25,19,-0.63,-0.72,0.27
10,2.0,18,-0.63,-0.72,0.27
9,3.25,19,0.63,0.72,-0.27
10,2.0,18,0.63,0.72,-0.27
10,2.375,19,0.63,0.72,-0.27
9,3.25,19,-0.53,-0.6,-0.6
9,2.25,20,-0.53,-0.6,-0.6
10,2.375,19,-0.53,-0.6,-0.6
9,2.25,20,-0.6,0.6,-0.53
10,2.375,19,-0.6,0.6,-0.53
10,3.25,20,-0.6,0.6,-0.53
9,2.25,20,0.7,-0.7,-0.09
9,2.125,21,0.7,-0.7,-0.09
10,3.25,20,0.7,-0.7,-0.09
9,2.125,21,-0.18,0.74,0.65
10,3.25,20,-0.18,0.74,0.65
10,2.375,21,-0.18,0.74,0.65
9,2.125,21,0.21,-0.83,0.52
9,2.75,22,0.21,-0.83,0.52
10,2.375,21,0.21,-0.83,0.52
9,2.75,22,-0.11,0.89,-0.44
10,2.375,21,-0.11,0.89,-0.44
10,2.875,22,-0.11,0.89,-0.44
9,2.75,22,0.12,-0.96,0.24
9,3.0,23,0.12,-0.96,0.24
10,2.875,22,0.12,-0.96,0.24
9,3.0,23,0.49,0.78,0.39
10,2.875,22,0.49,0.78,0.39
10,2.375,23,0.49,0.78,0.39
9,3.0,23,-0.43,-0.68,0.6
9,3.875,24,-0.43,-0.68,0.6
10,2.375,23,-0.43,-0.68,0.6
9,3.875,24,0.85,0.52,0.07
10,2.375,23,0.85,0.52,0.07
10,2.25,24,0.85,0.52,0.07
9,3.875,24,-0.65,-0.4,-0.65
9,2.25,25,-0.65,-0.4,-0.65
10,2.25,24,-0.65,-0.4,-0.65
9,2.25,25,0.33,0.88,0.33
10,2.25,24,0.33,0.88,0.33
10,1.875,25,0.33,0.88,0.33
9,2.25,25,-0.35,-0.94,0.0
9,2.25,26,-0.35,-0.94,0.0
10,1.875,25,-0.35,-0.94,0.0
9,2.25,26,-0.11,0.89,-0.44
10,1.875,25,-0.11,0.89,-0.44
10,2.375,26,-0.11,0.89,-0.44
9,2.25,26,0.11,-0.89,-0.44
9,1.75,27,0.11,-0.89,-0.44
10,2.375,26,0.11,-0.89,-0.44
9,1.75,27,-0.44,0.89,0.11
10,2.375,26,-0.44,0.89,0.11
10,2.25,27,-0.44,0.89,0.11
9,1.75,27,0.33,-0.67,0.67
9,2.75,28,0.33,-0.67,0.67
10,2.25,27,0.33,-0.67,0.67
9,2.75,28,0.63,0.72,0.27
10,2.25,27,0.63,0.72,0.27
10,1.875,28,0.63,0.72,0.27
9,2.75,28,-0.61,-0.7,-0.38
9,2.2,29,-0.61,-0.7,-0.38
10,1.875,28,-0.61,-0.7,-0.38
9,2.2,29,0.59,0.73,0.35
10,1.875,28,0.59,0.73,0.35
10,1.4,29,0.59,0.73,0.35
10,2.6,0,0.49,-0.81,0.32
10,3.0,1,0.49,-0.81,0.32
11,3.2,0,0.49,-0.81,0.32
10,3.0,1,-0.24,0.97,-0.05
11,3.2,0,-0.24,0.97,-0.05
11,3.25,1,-0.24,0.97,-0.05
10,3.0,1,0.24,-0.94,0.24
10,3.25,2,0.24,-0.94,0.24
11,3.25,1,0.24,-0.94,0.24
10,3.25,2,0.0,1.0,-0.0
11,3.25,1,0.0,1.0,-0.0
11,3.25,2,0.0,1.0,-0.0
10,3.25,2,0.0,-0.89,-0.45
10,2.75,3,0.0,-0.89,-0.45
11,3.25,2,0.0,-0.89,-0.45
10,2.75,3,0.2,0.78,0.59
11,3.25,2,0.2,0.78,0.59
11,2.5,3,0.2,0.78,0.59
10,2.75,3,-0.2,-0.78,-0.59
10,2.0,4,-0.2,-0.78,-0.59
11,2.5,3,-0.2,-0.78,-0.59
10,2.0,4,-0.67,0.67,-0.33
11,2.5,3,-0.67,0.67,-0.33
11,3.0,4,-0.67,0.67,-0.33
10,2.0,4,0.67,-0.67,0.33
10,2.5,5,0.67,-0.67,0.33
11,3.0,4,0.67,-0.67,0.33
10,2.5,5,-0.53,0.84,-0.11
11,3.0,4,-0.53,0.84,-0.11
11,3.125,5,-0.53,0.84,-0.11
10,2.5,5,0.49,-0.78,-0.39
10,2.0,6,0.49,-0.78,-0.39
11,3.125,5,0.49,-0.78,-0.39
10,2.0,6,0.0,0.66,0.75
11,3.125,5,0.0,0.66,0.75
11,2.0,6,0.0,0.66,0.75
10,2.0,6,0.0,-0.62,0.78
10,3.25,7,0.0,-0.62,0.78
11,2.0,6,0.0,-0.62,0.78
10,3.25,7,0.47,0.75,-0.47
11,2.0,6,0.47,0.75,-0.47
11,2.625,7,0.47,0.75,-0.47
10,3.25,7,-0.43,-0.68,-0.6
10,2.375,8,-0.43,-0.68,-0.6
11,2.625,7,-0.43,-0.68,-0.6
10,2.375,8,0.0,0.97,0.24
11,2.625,7,0.0,0.97,0.24
11,2.375,8,0.0,0.97,0.24
10,2.375,8,0.0,-0.94,0.35
10,2.75,9,0.0,-0.94,0.35
11,2.375,8,0.0,-0.94,0.35
10,2.75,9,-0.11,0.89,-0.44
11,2.375,8,-0.11,0.89,-0.44
11,2.875,9,-0.11,0.89,-0.44
10,2.75,9,0.11,-0.89,-0.44
10,2.25,10,0.11,-0.89,-0.44
11,2.875,9,0.11,-0.89,-0.44
10,2.25,10,0.1,0.8,0.6
11,2.875,9,0.1,0.8,0.6
11,2.125,10,0.1,0.8,0.6
10,2.25,10,-0.12,-0.93,0.35
10,2.625,11,-0.12,-0.93,0.35
11,2.125,10,-0.12,-0.93,0.35
10,2.625,11,0.12,0.93,-0.35
11,2.125,10,0.12,0.93,-0.35
11,2.5,11,0.12,0.93,-0.35
10,2.625,11,-0.12,-0.96,-0.24
10,2.375,12,-0.12,-0.96,-0.24
11,2.5,11,-0.12,-0.96,-0.24
10,2.375,12,0.0,0.99,0.12
11,2.5,11,0.0,0.99,0.12
11,2.375,12,0.0,0.99,0.12
10,2.375,12,0.0,-0.99,0.12
10,2.5,13,0.0,-0.99,0.12
11,2.375,12,0.0,-0.99,0.12
10,2.5,13,-0.39,0.78,-0.49
11,2.375,12,-0.39,0.78,-0.49
11,3.0,13,-0.39,0.78,-0.49
10,2.5,13,0.44,-0.89,0.11
10,2.625,14,0.44,-0.89,0.11
11,3.0,13,0.44,-0.89,0.11
10,2.625,14,0.21,0.83,0.52
11,3.0,13,0.21,0.83,0.52
11,2.375,14,0.21,0.83,0.52
10,2.625,14,-0.23,-0.91,-0.34
10,2.25,15,-0.23,-0.91,-0.34
11,2.375,14,-0.23,-0.91,-0.34
10,2.25,15,0.53,0.6,0.6
11,2.375,14,0.53,0.6,0.6
11,1.375,15,0.53,0.6,0.6
10,2.25,15,-0.63,-0.72,-0.27
10,1.875,16,-0.63,-0.72,-0.27
11,1.375,15,-0.63,-0.72,-0.27
10,1.875,16,0.0,0.89,-0.45
11,1.375,15,0.0,0.89,-0.45
11,1.875,16,0.0,0.89,-0.45
10,1.875,16,0.0,-0.97,-0.24
10,1.625,17,0.0,-0.97,-0.24
11,1.875,16,0.0,-0.97,-0.24
10,1.625,17,-0.35,0.93,-0.12
11,1.875,16,-0.35,0.93,-0.12
11,2.0,17,-0.35,0.93,-0.12
10,1.625,17,0.33,-0.88,0.33
10,2.0,18,0.33,-0.88,0.33
11,2.0,17,0.33,-0.88,0.33
10,2.0,18,-0.41,0.82,-0.41
11,2.0,17,-0.41,0.82,-0.41
11,2.5,18,-0.41,0.82,-0.41
10,2.0,18,0.42,-0.85,0.32
10,2.375,19,0.42,-0.85,0.32
11,2.5,18,0.42,-0.85,0.32
10,2.375,19,-0.12,0.99,0.0
11,2.5,18,-0.12,0.99,0.0
11,2.5,19,-0.12,0.99,0.0
10,2.375,19,0.09,-0.75,0.66
10,3.25,20,0.09,-0.75,0.66
11,2.5,19,0.09,-0.75,0.66
10,3.25,20,0.33,0.88,-0.33
11,2.5,19,0.33,0.88,-0.33
11,2.875,20,0.33,0.88,-0.33
10,3.25,20,-0.27,-0.72,-0.63
10,2.375,21,-0.27,-0.72,-0.63
11,2.875,20,-0.27,-0.72,-0.63
10,2.375,21,0.33,0.67,0.67
11,2.875,20,0.33,0.67,0.67
11,1.875,21,0.33,0.67,0.67
10,2.375,21,-0.41,-0.82,0.41
10,2.875,22,-0.41,-0.82,0.41
11,1.875,21,-0.41,-0.82,0.41
10,2.875,22,-0.27,0.53,-0.8
11,1.875,21,-0.27,0.53,-0.8
11,3.375,22,-0.27,0.53,-0.8
10,2.875,22,0.41,-0.82,-0.41
10,2.375,23,0.41,-0.82,-0.41
11,3.375,22,0.41,-0.82,-0.41
10,2.375,23,-0.2,0.78,0.59
11,3.375,22,-0.2,0.78,0.59
11,2.625,23,-0.2,0.78,0.59
10,2.375,23,0.24,-0.96,-0.12
10,2.25,24,0.24,-0.96,-0.12
11,2.625,23,0.24,-0.96,-0.12
10,2.25,24,-0.24,0.96,0.12
11,2.625,23,-0.24,0.96,0.12
11,2.5,24,-0.24,0.96,0.12
10,2.25,24,0.23,-0.91,-0.34
10,1.875,25,0.23,-0.91,-0.34
11,2.5,24,0.23,-0.91,-0.34
10,1.875,25,0.0,0.85,0.53
11,2.5,24,0.0,0.85,0.53
11,1.875,25,0.0,0.85,0.53
10,1.875,25,0.0,-0.89,0.45
10,2.375,26,0.0,-0.89,0.45
11,1.875,25,0.0,-0.89,0.45
10,2.375,26,0.59,0.78,0.2
11,1.875,25,0.59,0.78,0.2
11,1.625,26,0.59,0.78,0.2
10,2.375,26,-0.6,-0.8,-0.1
10,2.25,27,-0.6,-0.8,-0.1
11,1.625,26,-0.6,-0.8,-0.1
10,2.25,27,-0.18,0.74,-0.65
11,1.625,26,-0.18,0.74,-0.65
11,2.5,27,-0.18,0.74,-0.65
10,2.25,27,0.23,-0.91,-0.34
10,1.875,28,0.23,-0.91,-0.34
11,2.5,27,0.23,-0.91,-0.34
10,1.875,28,-0.53,0.85,0.0
11,2.5,27,-0.53,0.85,0.0
11,2.5,28,-0.53,0.85,0.0
10,1.875,28,0.49,-0.79,-0.37
10,1.4,29,0.49,-0.79,-0.37
11,2.5,28,0.49,-0.79,-0.37
10,1.4,29,-0.77,0.64,-0.06
11,2.5,28,-0.77,0.64,-0.06
11,2.6,29,-0.77,0.64,-0.06
11,3.2,0,0.87,-0.49,0.02
11,3.25,1,0.87,-0.49,0.02
12,5.0,0,0.87,-0.49,0.02
11,3.25,1,0.24,0.38,0.9
12,5.0,0,0.24,0.38,0.9
12,2.625,1,0.24,0.38,0.9
11,3.25,1,-0.53,-0.85,0.0
11,3.25,2,-0.53,-0.85,0.0
12,2.625,1,-0.53,-0.85,0.0
11,3.25,2,0.44,0.89,-0.11
12,2.625,1,0.44,0.89,-0.11
12,2.75,2,0.44,0.89,-0.11
11,3.25,2,-0.37,-0.74,-0.56
11,2.5,3,-0.37,-0.74,-0.56
12,2.75,2,-0.37,-0.74,-0.56
11,2.5,3,-0.56,0.74,-0.37
12,2.75,2,-0.56,0.74,-0.37
12,3.25,3,-0.56,0.74,-0.37
11,2.5,3,0.56,-0.74,0.37
11,3.0,4,0.56,-0.74,0.37
12,3.25,3,0.56,-0.74,0.37
11,3.0,4,0.12,0.93,0.35
12,3.25,3,0.12,0.93,0.35
12,2.875,4,0.12,0.93,0.35
11,3.0,4,-0.12,-0.98,0.12
11,3.125,5,-0.12,-0.98,0.12
12,2.875,4,-0.12,-0.98,0.12
11,3.125,5,0.6,0.68,0.43
12,2.875,4,0.6,0.68,0.43
12,2.25,5,0.6,0.68,0.43
11,3.125,5,-0.5,-0.57,-0.65
