x,y,z,n1,n2,n3
4,2.25,20,0.41,0.82,0.41
3,2.75,20,-0.41,-0.82,-0.41
3,2.25,21,-0.41,-0.82,-0.41
4,2.25,20,-0.41,-0.82,-0.41
3,2.25,21,-0.47,0.75,-0.47
4,2.25,20,-0.47,0.75,-0.47
4,2.875,21,-0.47,0.75,-0.47
3,2.25,21,0.53,-0.85,0.0
3,2.25,22,0.53,-0.85,0.0
4,2.875,21,0.53,-0.85,0.0
3,2.25,22,0.18,0.74,0.65
4,2.875,21,0.18,0.74,0.65
4,2.0,22,0.18,0.74,0.65
3,2.25,22,-0.21,-0.83,0.52
3,2.875,23,-0.21,-0.83,0.52
4,2.0,22,-0.21,-0.83,0.52
3,2.875,23,0.32,0.85,-0.42
4,2.0,22,0.32,0.85,-0.42
4,2.5,23,0.32,0.85,-0.42
3,2.875,23,-0.26,-0.68,-0.68
3,1.875,24,-0.26,-0.68,-0.68
4,2.5,23,-0.26,-0.68,-0.68
3,1.875,24,-0.11,0.89,0.44
4,2.5,23,-0.11,0.89,0.44
4,2.0,24,-0.11,0.89,0.44
3,1.875,24,0.12,-0.93,-0.35
3,1.5,25,0.12,-0.93,-0.35
4,2.0,24,0.12,-0.93,-0.35
3,1.5,25,-0.53,0.84,-0.11
4,2.0,24,-0.53,0.84,-0.11
4,2.125,25,-0.53,0.84,-0.11
3,1.5,25,0.53,-0.84,0.11
3,1.625,26,0.53,-0.84,0.11
4,2.125,25,0.53,-0.84,0.11
3,1.625,26,-0.45,0.89,0.0
4,2.125,25,-0.45,0.89,0.0
4,2.125,26,-0.45,0.89,0.0
3,1.625,26,0.41,-0.82,0.41
3,2.125,27,0.41,-0.82,0.41
4,2.125,26,0.41,-0.82,0.41
3,2.125,27,-0.41,0.82,-0.41
4,2.125,26,-0.41,0.82,-0.41
4,2.625,27,-0.41,0.82,-0.41
3,2.125,27,0.44,-0.89,0.11
3,2.25,28,0.44,-0.89,0.11
4,2.625,27,0.44,-0.89,0.11
3,2.25,28,-0.44,0.89,-0.11
4,2.625,27,-0.44,0.89,-0.11
4,2.75,28,-0.44,0.89,-0.11
3,2.25,28,0.44,-0.89,0.13
3,2.4,29,0.44,-0.89,0.13
4,2.75,28,0.44,-0.89,0.13
3,2.4,29,-0.59,0.74,-0.33
4,2.75,28,-0.59,0.74,-0.33
4,3.2,29,-0.59,0.74,-0.33
4,2.8,0,0.33,-0.54,-0.77
4,1.375,1,0.33,-0.54,-0.77
5,3.4,0,0.33,-0.54,-0.77
4,1.375,1,-0.64,0.57,0.51
5,3.4,0,-0.64,0.57,0.51
5,2.5,1,-0.64,0.57,0.51
4,1.375,1,0.71,-0.63,0.32
4,1.875,2,0.71,-0.63,0.32
5,2.5,1,0.71,-0.63,0.32
4,1.875,2,-0.11,0.89,0.44
5,2.5,1,-0.11,0.89,0.44
5,2.0,2,-0.11,0.89,0.44
4,1.875,2,0.12,-0.98,-0.12
4,1.75,3,0.12,-0.98,-0.12
5,2.0,2,0.12,-0.98,-0.12
4,1.75,3,0.12,0.93,0.35
5,2.0,2,0.12,0.93,0.35
5,1.625,3,0.12,0.93,0.35
4,1.75,3,-0.11,-0.89,0.44
4,2.25,4,-0.11,-0.89,0.44
5,1.625,3,-0.11,-0.89,0.44
4,2.25,4,0.11,0.89,-0.44
5,1.625,3,0.11,0.89,-0.44
5,2.125,4,0.11,0.89,-0.44
4,2.25,4,-0.11,-0.84,0.53
4,2.875,5,-0.11,-0.84,0.53
5,2.125,4,-0.11,-0.84,0.53
4,2.875,5,-0.17,0.7,-0.7
5,2.125,4,-0.17,0.7,-0.7
5,3.125,5,-0.17,0.7,-0.7
4,2.875,5,0.24,-0.96,0.12
4,3.0,6,0.24,-0.96,0.12
5,3.125,5,0.24,-0.96,0.12
4,3.0,6,0.12,0.96,0.24
5,3.125,5,0.12,0.96,0.24
5,2.875,6,0.12,0.96,0.24
4,3.0,6,-0.1,-0.8,0.6
4,3.75,7,-0.1,-0.8,0.6
5,2.875,6,-0.1,-0.8,0.6
4,3.75,7,0.7,0.7,0.09
5,2.875,6,0.7,0.7,0.09
5,2.75,7,0.7,0.7,0.09
4,3.75,7,-0.53,-0.53,-0.66
4,2.5,8,-0.53,-0.53,-0.66
5,2.75,7,-0.53,-0.53,-0.66
4,2.5,8,0.12,0.93,0.35
5,2.75,7,0.12,0.93,0.35
5,2.375,8,0.12,0.93,0.35
4,2.5,8,-0.12,-0.96,0.24
4,2.75,9,-0.12,-0.96,0.24
5,2.375,8,-0.12,-0.96,0.24
4,2.75,9,0.24,0.96,-0.12
5,2.375,8,0.24,0.96,-0.12
5,2.5,9,0.24,0.96,-0.12
4,2.75,9,-0.13,-0.52,-0.84
4,1.125,10,-0.13,-0.52,-0.84
5,2.5,9,-0.13,-0.52,-0.84
4,1.125,10,-0.74,0.66,0.16
5,2.5,9,-0.74,0.66,0.16
5,2.25,10,-0.74,0.66,0.16
4,1.125,10,0.67,-0.59,0.45
4,1.875,11,0.67,-0.59,0.45
5,2.25,10,0.67,-0.59,0.45
4,1.875,11,-0.62,0.7,-0.35
5,2.25,10,-0.62,0.7,-0.35
5,2.75,11,-0.62,0.7,-0.35
4,1.875,11,0.63,-0.72,-0.27
4,1.5,12,0.63,-0.72,-0.27
5,2.75,11,0.63,-0.72,-0.27
4,1.5,12,-0.63,0.72,0.27
5,2.75,11,-0.63,0.72,0.27
5,2.375,12,-0.63,0.72,0.27
4,1.5,12,0.57,-0.66,0.49
4,2.25,13,0.57,-0.66,0.49
5,2.375,12,0.57,-0.66,0.49
4,2.25,13,-0.12,0.99,0.0
5,2.375,12,-0.12,0.99,0.0
5,2.375,13,-0.12,0.99,0.0
4,2.25,13,0.12,-0.99,0.0
4,2.25,14,0.12,-0.99,0.0
5,2.375,13,0.12,-0.99,0.0
4,2.25,14,0.39,0.78,0.49
5,2.375,13,0.39,0.78,0.49
5,1.75,14,0.39,0.78,0.49
4,2.25,14,-0.37,-0.74,-0.56
4,1.5,15,-0.37,-0.74,-0.56
5,1.75,14,-0.37,-0.74,-0.56
4,1.5,15,-0.6,0.68,-0.43
5,1.75,14,-0.6,0.68,-0.43
5,2.375,15,-0.6,0.68,-0.43
4,1.5,15,0.63,-0.72,0.27
4,1.875,16,0.63,-0.72,0.27
5,2.375,15,0.63,-0.72,0.27
4,1.875,16,-0.12,0.93,0.35
5,2.375,15,-0.12,0.93,0.35
5,2.0,16,-0.12,0.93,0.35
4,1.875,16,0.12,-0.96,-0.24
4,1.625,17,0.12,-0.96,-0.24
5,2.0,16,0.12,-0.96,-0.24
4,1.625,17,-0.44,0.89,-0.11
5,2.0,16,-0.44,0.89,-0.11
5,2.125,17,-0.44,0.89,-0.11
4,1.625,17,0.35,-0.7,0.62
4,2.5,18,0.35,-0.7,0.62
5,2.125,17,0.35,-0.7,0.62
4,2.5,18,-0.11,0.89,-0.44
5,2.125,17,-0.11,0.89,-0.44
5,2.625,18,-0.11,0.89,-0.44
4,2.5,18,0.12,-0.96,0.24
4,2.75,19,0.12,-0.96,0.24
5,2.625,18,0.12,-0.96,0.24
4,2.75,19,-0.53,0.6,-0.6
5,2.625,18,-0.53,0.6,-0.6
5,3.625,19,-0.53,0.6,-0.6
4,2.75,19,0.62,-0.7,-0.35
4,2.25,20,0.62,-0.7,-0.35
5,3.625,19,0.62,-0.7,-0.35
4,2.25,20,-0.45,0.72,0.54
5,3.625,19,-0.45,0.72,0.54
5,2.875,20,-0.45,0.72,0.54
4,2.25,20,0.47,-0.75,0.47
4,2.875,21,0.47,-0.75,0.47
5,2.875,20,0.47,-0.75,0.47
4,2.875,21,-0.47,0.75,-0.47
5,2.875,20,-0.47,0.75,-0.47
5,3.5,21,-0.47,0.75,-0.47
4,2.875,21,0.43,-0.68,-0.6
4,2.0,22,0.43,-0.68,-0.6
5,3.5,21,0.43,-0.68,-0.6
4,2.0,22,-0.15,0.62,0.77
5,3.5,21,-0.15,0.62,0.77
5,2.25,22,-0.15,0.62,0.77
4,2.0,22,0.22,-0.87,0.44
4,2.5,23,0.22,-0.87,0.44
5,2.25,22,0.22,-0.87,0.44
4,2.5,23,-0.12,0.93,-0.35
5,2.25,22,-0.12,0.93,-0.35
5,2.625,23,-0.12,0.93,-0.35
4,2.5,23,0.11,-0.89,-0.44
4,2.0,24,0.11,-0.89,-0.44
5,2.625,23,0.11,-0.89,-0.44
4,2.0,24,0.1,0.8,0.6
5,2.625,23,0.1,0.8,0.6
5,1.875,24,0.1,0.8,0.6
4,2.0,24,-0.12,-0.98,0.12
4,2.125,25,-0.12,-0.98,0.12
5,1.875,24,-0.12,-0.98,0.12
4,2.125,25,0.24,0.97,-0.0
5,1.875,24,0.24,0.97,-0.0
5,1.875,25,0.24,0.97,-0.0
4,2.125,25,-0.24,-0.97,0.0
4,2.125,26,-0.24,-0.97,0.0
5,1.875,25,-0.24,-0.97,0.0
4,2.125,26,-0.22,0.87,-0.44
5,1.875,25,-0.22,0.87,-0.44
5,2.375,26,-0.22,0.87,-0.44
4,2.125,26,0.22,-0.87,0.44
4,2.625,27,0.22,-0.87,0.44
5,2.375,26,0.22,-0.87,0.44
4,2.625,27,-0.3,0.81,-0.51
5,2.375,26,-0.3,0.81,-0.51
5,3.0,27,-0.3,0.81,-0.51
4,2.625,27,0.35,-0.93,0.12
4,2.75,28,0.35,-0.93,0.12
5,3.0,27,0.35,-0.93,0.12
4,2.75,28,0.3,0.81,0.51
5,3.0,27,0.3,0.81,0.51
5,2.375,28,0.3,0.81,0.51
4,2.75,28,-0.32,-0.86,0.39
4,3.2,29,-0.32,-0.86,0.39
5,2.375,28,-0.32,-0.86,0.39
4,3.2,29,0.7,0.7,0.12
5,2.375,28,0.7,0.7,0.12
5,2.2,29,0.7,0.7,0.12
5,3.4,0,-0.67,-0.55,-0.5
5,2.5,1,-0.67,-0.55,-0.5
6,2.2,0,-0.67,-0.55,-0.5
5,2.5,1,0.24,0.97,-0.05
6,2.2,0,0.24,0.97,-0.05
6,2.25,1,0.24,0.97,-0.05
5,2.5,1,-0.22,-0.87,-0.44
5,2.0,2,-0.22,-0.87,-0.44
6,2.25,1,-0.22,-0.87,-0.44
5,2.0,2,-0.12,0.98,0.12
6,2.25,1,-0.12,0.98,0.12
6,2.125,2,-0.12,0.98,0.12
5,2.0,2,0.12,-0.93,-0.35
5,1.625,3,0.12,-0.93,-0.35
6,2.125,2,0.12,-0.93,-0.35
5,1.625,3,-0.73,0.45,-0.51
6,2.125,2,-0.73,0.45,-0.51
6,3.25,3,-0.73,0.45,-0.51
5,1.625,3,0.82,-0.51,0.25
5,2.125,4,0.82,-0.51,0.25
6,3.25,3,0.82,-0.51,0.25
5,2.125,4,-0.78,0.62,-0.08
6,3.25,3,-0.78,0.62,-0.08
6,3.375,4,-0.78,0.62,-0.08
5,2.125,4,0.66,-0.53,0.53
5,3.125,5,0.66,-0.53,0.53
6,3.375,4,0.66,-0.53,0.53
5,3.125,5,0.0,0.97,0.24
6,3.375,4,0.0,0.97,0.24
6,3.125,5,0.0,0.97,0.24
5,3.125,5,0.0,-0.97,-0.24
5,2.875,6,0.0,-0.97,-0.24
6,3.125,5,0.0,-0.97,-0.24
5,2.875,6,-0.24,0.97,0.0
6,3.125,5,-0.24,0.97,0.0
6,3.125,6,-0.24,0.97,0.0
5,2.875,6,0.24,-0.96,-0.12
5,2.75,7,0.24,-0.96,-0.12
6,3.125,6,0.24,-0.96,-0.12
5,2.75,7,-0.24,0.96,0.12
6,3.125,6,-0.24,0.96,0.12
6,3.0,7,-0.24,0.96,0.12
5,2.75,7,0.23,-0.91,-0.34
5,2.375,8,0.23,-0.91,-0.34
6,3.0,7,0.23,-0.91,-0.34
5,2.375,8,-0.23,0.91,0.34
6,3.0,7,-0.23,0.91,0.34
6,2.625,8,-0.23,0.91,0.34
5,2.375,8,0.24,-0.96,0.12
5,2.5,9,0.24,-0.96,0.12
6,2.625,8,0.24,-0.96,0.12
5,2.5,9,0.0,0.99,0.12
6,2.625,8,0.0,0.99,0.12
6,2.5,9,0.0,0.99,0.12
5,2.5,9,0.0,-0.97,-0.24
5,2.25,10,0.0,-0.97,-0.24
6,2.5,9,0.0,-0.97,-0.24
5,2.25,10,0.0,0.97,0.24
6,2.5,9,0.0,0.97,0.24
6,2.25,10,0.0,0.97,0.24
5,2.25,10,0.0,-0.89,0.45
5,2.75,11,0.0,-0.89,0.45
6,2.25,10,0.0,-0.89,0.45
5,2.75,11,0.45,0.89,-0.0
6,2.25,10,0.45,0.89,-0.0
6,2.25,11,0.45,0.89,-0.0
5,2.75,11,-0.42,-0.85,-0.32
5,2.375,12,-0.42,-0.85,-0.32
6,2.25,11,-0.42,-0.85,-0.32
5,2.375,12,0.0,0.99,-0.12
6,2.25,11,0.0,0.99,-0.12
6,2.375,12,0.0,0.99,-0.12
5,2.375,12,0.0,-1.0,0.0
5,2.375,13,0.0,-1.0,0.0
6,2.375,12,0.0,-1.0,0.0
5,2.375,13,0.0,1.0,-0.0
6,2.375,12,0.0,1.0,-0.0
6,2.375,13,0.0,1.0,-0.0
5,2.375,13,0.0,-0.85,-0.53
5,1.75,14,0.0,-0.85,-0.53
6,2.375,13,0.0,-0.85,-0.53
5,1.75,14,-0.44,0.89,0.11
6,2.375,13,-0.44,0.89,0.11
6,2.25,14,-0.44,0.89,0.11
5,1.75,14,0.39,-0.78,0.49
5,2.375,15,0.39,-0.78,0.49
6,2.25,14,0.39,-0.78,0.49
5,2.375,15,0.12,0.99,-0.0
6,2.25,14,0.12,0.99,-0.0
6,2.25,15,0.12,0.99,-0.0
5,2.375,15,-0.12,-0.93,-0.35
5,2.0,16,-0.12,-0.93,-0.35
6,2.25,15,-0.12,-0.93,-0.35
5,2.0,16,0.22,0.87,0.44
6,2.25,15,0.22,0.87,0.44
6,1.75,16,0.22,0.87,0.44
5,2.0,16,-0.24,-0.96,0.12
5,2.125,17,-0.24,-0.96,0.12
6,1.75,16,-0.24,-0.96,0.12
5,2.125,17,-0.29,0.77,-0.57
6,1.75,16,-0.29,0.77,-0.57
6,2.5,17,-0.29,0.77,-0.57
5,2.125,17,0.32,-0.85,0.42
5,2.625,18,0.32,-0.85,0.42
6,2.5,17,0.32,-0.85,0.42
5,2.625,18,0.0,0.99,-0.12
6,2.5,17,0.0,0.99,-0.12
6,2.625,18,0.0,0.99,-0.12
5,2.625,18,0.0,-0.71,0.71
5,3.625,19,0.0,-0.71,0.71
6,2.625,18,0.0,-0.71,0.71
5,3.625,19,0.51,0.81,-0.3
6,2.625,18,0.51,0.81,-0.3
6,3.0,19,0.51,0.81,-0.3
5,3.625,19,-0.45,-0.72,-0.54
5,2.875,20,-0.45,-0.72,-0.54
6,3.0,19,-0.45,-0.72,-0.54
5,2.875,20,0.0,0.99,0.12
6,3.0,19,0.0,0.99,0.12
6,2.875,20,0.0,0.99,0.12
5,2.875,20,0.0,-0.85,0.53
5,3.5,21,0.0,-0.85,0.53
6,2.875,20,0.0,-0.85,0.53
5,3.5,21,0.44,0.89,-0.11
6,2.875,20,0.44,0.89,-0.11
6,3.0,21,0.44,0.89,-0.11
5,3.5,21,-0.3,-0.6,-0.75
5,2.25,22,-0.3,-0.6,-0.75
6,3.0,21,-0.3,-0.6,-0.75
5,2.25,22,-0.53,0.84,0.11
6,3.0,21,-0.53,0.84,0.11
6,2.875,22,-0.53,0.84,0.11
5,2.25,22,0.51,-0.81,0.3
5,2.625,23,0.51,-0.81,0.3
6,2.875,22,0.51,-0.81,0.3
5,2.625,23,-0.12,0.98,0.12
6,2.875,22,-0.12,0.98,0.12
6,2.75,23,-0.12,0.98,0.12
5,2.625,23,0.1,-0.8,-0.6
5,1.875,24,0.1,-0.8,-0.6
6,2.75,23,0.1,-0.8,-0.6
5,1.875,24,-0.21,0.83,0.52
6,2.75,23,-0.21,0.83,0.52
6,2.125,24,-0.21,0.83,0.52
5,1.875,24,0.24,-0.97,0.0
5,1.875,25,0.24,-0.97,0.0
6,2.125,24,0.24,-0.97,0.0
5,1.875,25,-0.51,0.81,-0.3
6,2.125,24,-0.51,0.81,-0.3
6,2.5,25,-0.51,0.81,-0.3
5,1.875,25,0.49,-0.78,0.39
5,2.375,26,0.49,-0.78,0.39
6,2.5,25,0.49,-0.78,0.39
5,2.375,26,-0.54,0.72,-0.45
6,2.5,25,-0.54,0.72,-0.45
6,3.125,26,-0.54,0.72,-0.45
5,2.375,26,0.54,-0.72,0.45
5,3.0,27,0.54,-0.72,0.45
6,3.125,26,0.54,-0.72,0.45
5,3.0,27,-0.34,0.91,-0.23
6,3.125,26,-0.34,0.91,-0.23
6,3.375,27,-0.34,0.91,-0.23
5,3.0,27,0.3,-0.81,-0.51
5,2.375,28,0.3,-0.81,-0.51
6,3.375,27,0.3,-0.81,-0.51
5,2.375,28,-0.09,0.75,0.66
6,3.375,27,-0.09,0.75,0.66
6,2.5,28,-0.09,0.75,0.66
5,2.375,28,0.12,-0.98,-0.17
5,2.2,29,0.12,-0.98,-0.17
6,2.5,28,0.12,-0.98,-0.17
5,2.2,29,-0.5,0.83,-0.25
6,2.5,28,-0.5,0.83,-0.25
6,2.8,29,-0.5,0.83,-0.25
6,2.2,0,0.71,-0.71,0.04
6,2.25,1,0.71,-0.71,0.04
7,3.2,0,0.71,-0.71,0.04
6,2.25,1,-0.77,0.61,-0.18
7,3.2,0,-0.77,0.61,-0.18
7,3.5,1,-0.77,0.61,-0.18
6,2.25,1,0.78,-0.62,-0.08
6,2.125,2,0.78,-0.62,-0.08
7,3.5,1,0.78,-0.62,-0.08
6,2.125,2,-0.08,0.62,0.78
7,3.5,1,-0.08,0.62,0.78
7,2.25,2,-0.08,0.62,0.78
6,2.125,2,0.08,-0.66,0.74
6,3.25,3,0.08,-0.66,0.74
7,2.25,2,0.08,-0.66,0.74
6,3.25,3,0.77,0.62,0.15
7,2.25,2,0.77,0.62,0.15
7,2.0,3,0.77,0.62,0.15
6,3.25,3,-0.78,-0.62,0.08
6,3.375,4,-0.78,-0.62,0.08
7,2.0,3,-0.78,-0.62,0.08
6,3.375,4,0.74,0.66,-0.16
7,2.0,3,0.74,0.66,-0.16
7,2.25,4,0.74,0.66,-0.16
6,3.375,4,-0.74,-0.66,-0.16
6,3.125,5,-0.74,-0.66,-0.16
7,2.25,4,-0.74,-0.66,-0.16
6,3.125,5,0.1,0.8,-0.6
7,2.25,4,0.1,0.8,-0.6
7,3.0,5,0.1,0.8,-0.6
6,3.125,5,-0.12,-0.99,0.0
6,3.125,6,-0.12,-0.99,0.0
7,3.0,5,-0.12,-0.99,0.0
6,3.125,6,0.24,0.96,0.12
7,3.0,5,0.24,0.96,0.12
7,2.875,6,0.24,0.96,0.12
6,3.125,6,-0.24,-0.96,-0.12
6,3.0,7,-0.24,-0.96,-0.12
7,2.875,6,-0.24,-0.96,-0.12
6,3.0,7,-0.32,0.85,-0.42
7,2.875,6,-0.32,0.85,-0.42
7,3.375,7,-0.32,0.85,-0.42
6,3.0,7,0.33,-0.88,-0.33
6,2.625,8,0.33,-0.88,-0.33
7,3.375,7,0.33,-0.88,-0.33
6,2.625,8,0.38,0.51,0.77
7,3.375,7,0.38,0.51,0.77
7,1.875,8,0.38,0.51,0.77
6,2.625,8,-0.6,-0.8,-0.1
6,2.5,9,-0.6,-0.8,-0.1
7,1.875,8,-0.6,-0.8,-0.1
6,2.5,9,0.0,0.85,-0.53
7,1.875,8,0.0,0.85,-0.53
7,2.5,9,0.0,0.85,-0.53
6,2.5,9,0.0,-0.97,-0.24
6,2.25,10,0.0,-0.97,-0.24
7,2.5,9,0.0,-0.97,-0.24
6,2.25,10,-0.44,0.87,-0.22
7,2.5,9,-0.44,0.87,-0.22
7,2.75,10,-0.44,0.87,-0.22
6,2.25,10,0.45,-0.89,0.0
6,2.25,11,0.45,-0.89,0.0
7,2.75,10,0.45,-0.89,0.0
6,2.25,11,-0.67,0.67,-0.33
7,2.75,10,-0.67,0.67,-0.33
7,3.25,11,-0.67,0.67,-0.33
6,2.25,11,0.7,-0.7,0.09
6,2.375,12,0.7,-0.7,0.09
7,3.25,11,0.7,-0.7,0.09
6,2.375,12,-0.76,0.61,-0.23
7,3.25,11,-0.76,0.61,-0.23
7,3.625,12,-0.76,0.61,-0.23
6,2.375,12,0.78,-0.62,0.0
6,2.375,13,0.78,-0.62,0.0
7,3.625,12,0.78,-0.62,0.0
6,2.375,13,-0.08,0.66,0.74
7,3.625,12,-0.08,0.66,0.74
7,2.5,13,-0.08,0.66,0.74
6,2.375,13,0.12,-0.98,-0.12
6,2.25,14,0.12,-0.98,-0.12
7,2.5,13,0.12,-0.98,-0.12
6,2.25,14,-0.35,0.93,-0.12
7,2.5,13,-0.35,0.93,-0.12
7,2.625,14,-0.35,0.93,-0.12
6,2.25,14,0.35,-0.94,0.0
6,2.25,15,0.35,-0.94,0.0
7,2.625,14,0.35,-0.94,0.0
6,2.25,15,-0.24,0.96,0.12
7,2.625,14,-0.24,0.96,0.12
7,2.5,15,-0.24,0.96,0.12
6,2.25,15,0.22,-0.87,-0.44
6,1.75,16,0.22,-0.87,-0.44
7,2.5,15,0.22,-0.87,-0.44
6,1.75,16,-0.7,0.7,-0.17
7,2.5,15,-0.7,0.7,-0.17
7,2.75,16,-0.7,0.7,-0.17
6,1.75,16,0.62,-0.62,0.47
6,2.5,17,0.62,-0.62,0.47
7,2.75,16,0.62,-0.62,0.47
6,2.5,17,-0.62,0.62,-0.47
7,2.75,16,-0.62,0.62,-0.47
7,3.5,17,-0.62,0.62,-0.47
6,2.5,17,0.7,-0.7,0.09
6,2.625,18,0.7,-0.7,0.09
7,3.5,17,0.7,-0.7,0.09
6,2.625,18,-0.7,0.7,-0.09
7,3.5,17,-0.7,0.7,-0.09
7,3.625,18,-0.7,0.7,-0.09
6,2.625,18,0.68,-0.68,0.26
6,3.0,19,0.68,-0.68,0.26
7,3.625,18,0.68,-0.68,0.26
6,3.0,19,-0.6,0.8,-0.1
7,3.625,18,-0.6,0.8,-0.1
7,3.75,19,-0.6,0.8,-0.1
6,3.0,19,0.6,-0.8,-0.1
6,2.875,20,0.6,-0.8,-0.1
7,3.75,19,0.6,-0.8,-0.1
6,2.875,20,-0.66,0.75,0.0
7,3.75,19,-0.66,0.75,0.0
7,3.75,20,-0.66,0.75,0.0
6,2.875,20,0.66,-0.75,0.09
6,3.0,21,0.66,-0.75,0.09
7,3.75,20,0.66,-0.75,0.09
6,3.0,21,0.0,0.8,0.6
7,3.75,20,0.0,0.8,0.6
7,3.0,21,0.0,0.8,0.6
6,3.0,21,0.0,-0.99,-0.12
6,2.875,22,0.0,-0.99,-0.12
7,3.0,21,0.0,-0.99,-0.12
6,2.875,22,0.39,0.78,0.49
7,3.0,21,0.39,0.78,0.49
7,2.375,22,0.39,0.78,0.49
6,2.875,22,-0.44,-0.89,-0.11
6,2.75,23,-0.44,-0.89,-0.11
7,2.375,22,-0.44,-0.89,-0.11
6,2.75,23,0.12,0.96,-0.24
7,2.375,22,0.12,0.96,-0.24
7,2.625,23,0.12,0.96,-0.24
6,2.75,23,-0.11,-0.84,-0.53
6,2.125,24,-0.11,-0.84,-0.53
7,2.625,23,-0.11,-0.84,-0.53
6,2.125,24,-0.59,0.78,-0.2
7,2.625,23,-0.59,0.78,-0.2
7,2.875,24,-0.59,0.78,-0.2
6,2.125,24,0.57,-0.77,0.29
6,2.5,25,0.57,-0.77,0.29
7,2.875,24,0.57,-0.77,0.29
6,2.5,25,-0.24,0.96,0.12
7,2.875,24,-0.24,0.96,0.12
7,2.75,25,-0.24,0.96,0.12
6,2.5,25,0.21,-0.83,0.52
6,3.125,26,0.21,-0.83,0.52
7,2.75,25,0.21,-0.83,0.52
6,3.125,26,0.35,0.94,-0.0
7,2.75,25,0.35,0.94,-0.0
7,2.75,26,0.35,0.94,-0.0
6,3.125,26,-0.34,-0.91,0.23
6,3.375,27,-0.34,-0.91,0.23
7,2.75,26,-0.34,-0.91,0.23
6,3.375,27,0.65,0.74,0.18
7,2.75,26,0.65,0.74,0.18
7,2.5,27,0.65,0.74,0.18
6,3.375,27,-0.55,-0.63,-0.55
6,2.5,28,-0.55,-0.63,-0.55
7,2.5,27,-0.55,-0.63,-0.55
6,2.5,28,-0.24,0.94,-0.24
7,2.5,27,-0.24,0.94,-0.24
7,2.75,28,-0.24,0.94,-0.24
6,2.5,28,0.23,-0.93,0.28
6,2.8,29,0.23,-0.93,0.28
7,2.75,28,0.23,-0.93,0.28
6,2.8,29,0.0,1.0,-0.05
7,2.75,28,0.0,1.0,-0.05
7,2.8,29,0.0,1.0,-0.05
7,3.2,0,-0.75,-0.63,0.19
7,3.5,1,-0.75,-0.63,0.19
8,2.0,0,-0.75,-0.63,0.19
7,3.5,1,0.81,0.59,-0.07
8,2.0,0,0.81,0.59,-0.07
8,2.125,1,0.81,0.59,-0.07
7,3.5,1,-0.65,-0.47,-0.59
7,2.25,2,-0.65,-0.47,-0.59
8,2.125,1,-0.65,-0.47,-0.59
7,2.25,2,-0.49,0.66,-0.57
8,2.125,1,-0.49,0.66,-0.57
8,3.0,2,-0.49,0.66,-0.57
7,2.25,2,0.59,-0.78,-0.2
7,2.0,3,0.59,-0.78,-0.2
8,3.0,2,0.59,-0.78,-0.2
7,2.0,3,-0.51,0.81,0.3
8,3.0,2,-0.51,0.81,0.3
8,2.625,3,-0.51,0.81,0.3
7,2.0,3,0.52,-0.83,0.21
7,2.25,4,0.52,-0.83,0.21
8,2.625,3,0.52,-0.83,0.21
7,2.25,4,-0.35,0.94,0.0
8,2.625,3,-0.35,0.94,0.0
8,2.625,4,-0.35,0.94,0.0
7,2.25,4,0.29,-0.77,0.57
7,3.0,5,0.29,-0.77,0.57
8,2.625,4,0.29,-0.77,0.57
7,3.0,5,-0.11,0.89,-0.44
8,2.625,4,-0.11,0.89,-0.44
8,3.125,5,-0.11,0.89,-0.44
7,3.0,5,0.12,-0.98,-0.12
7,2.875,6,0.12,-0.98,-0.12
8,3.125,5,0.12,-0.98,-0.12
7,2.875,6,0.12,0.93,0.35
8,3.125,5,0.12,0.93,0.35
8,2.75,6,0.12,0.93,0.35
7,2.875,6,-0.11,-0.89,0.44
7,3.375,7,-0.11,-0.89,0.44
8,2.75,6,-0.11,-0.89,0.44
7,3.375,7,-0.1,0.8,-0.6
8,2.75,6,-0.1,0.8,-0.6
8,3.5,7,-0.1,0.8,-0.6
7,3.375,7,0.07,-0.55,-0.83
7,1.875,8,0.07,-0.55,-0.83
8,3.5,7,0.07,-0.55,-0.83
7,1.875,8,-0.32,0.63,0.71
8,3.5,7,-0.32,0.63,0.71
8,2.375,8,-0.32,0.63,0.71
7,1.875,8,0.39,-0.78,0.49
7,2.5,9,0.39,-0.78,0.49
8,2.375,8,0.39,-0.78,0.49
7,2.5,9,-0.45,0.72,-0.54
8,2.375,8,-0.45,0.72,-0.54
8,3.125,9,-0.45,0.72,-0.54
7,2.5,9,0.52,-0.83,0.21
7,2.75,10,0.52,-0.83,0.21
8,3.125,9,0.52,-0.83,0.21
7,2.75,10,-0.24,0.96,0.12
8,3.125,9,-0.24,0.96,0.12
8,3.0,10,-0.24,0.96,0.12
7,2.75,10,0.22,-0.87,0.44
7,3.25,11,0.22,-0.87,0.44
8,3.0,10,0.22,-0.87,0.44
7,3.25,11,0.12,0.98,-0.12
8,3.0,10,0.12,0.98,-0.12
8,3.125,11,0.12,0.98,-0.12
7,3.25,11,-0.12,-0.93,0.35
7,3.625,12,-0.12,-0.93,0.35
8,3.125,11,-0.12,-0.93,0.35
7,3.625,12,0.53,0.84,0.11
8,3.125,11,0.53,0.84,0.11
8,3.0,12,0.53,0.84,0.11
7,3.625,12,-0.38,-0.61,-0.69
7,2.5,13,-0.38,-0.61,-0.69
8,3.0,12,-0.38,-0.61,-0.69
