x,y,z,n1,n2,n3
1.0,1.0,0.2,0.35,0.55,-0.76
1.2000000000000002,0.6,0.0,0.35,0.55,-0.76
1.2000000000000002,0.875,0.2,0.35,0.55,-0.76
1.0,1.0,0.2,-0.53,-0.85,0.0
1.0,1.0,0.4,-0.53,-0.85,0.0
1.2000000000000002,0.875,0.2,-0.53,-0.85,0.0
1.0,1.0,0.4,-0.36,0.58,-0.73
1.2000000000000002,0.875,0.2,-0.36,0.58,-0.73
1.2000000000000002,1.125,0.4,-0.36,0.58,-0.73
1.0,1.0,0.4,0.47,-0.75,0.47
1.0,1.125,0.6000000000000001,0.47,-0.75,0.47
1.2000000000000002,1.125,0.4,0.47,-0.75,0.47
1.0,1.125,0.6000000000000001,-0.47,0.75,-0.47
1.2000000000000002,1.125,0.4,-0.47,0.75,-0.47
1.2000000000000002,1.25,0.6000000000000001,-0.47,0.75,-0.47
1.0,1.125,0.6000000000000001,0.36,-0.58,0.73
1.0,1.375,0.8,0.36,-0.58,0.73
1.2000000000000002,1.25,0.6000000000000001,0.36,-0.58,0.73
1.0,1.375,0.8,-0.51,0.41,-0.76
1.2000000000000002,1.25,0.6000000000000001,-0.51,0.41,-0.76
1.2000000000000002,1.625,0.8,-0.51,0.41,-0.76
1.0,1.375,0.8,0.78,-0.62,0.0
1.0,1.375,1.0,0.78,-0.62,0.0
1.2000000000000002,1.625,0.8,0.78,-0.62,0.0
1.0,1.375,1.0,-0.78,0.62,0.0
1.2000000000000002,1.625,0.8,-0.78,0.62,0.0
1.2000000000000002,1.625,1.0,-0.78,0.62,0.0
1.0,1.375,1.0,0.62,-0.49,-0.62
1.0,1.125,1.2000000000000002,0.62,-0.49,-0.62
1.2000000000000002,1.625,1.0,0.62,-0.49,-0.62
1.0,1.125,1.2000000000000002,-0.85,0.45,0.28
1.2000000000000002,1.625,1.0,-0.85,0.45,0.28
1.2000000000000002,1.5,1.2000000000000002,-0.85,0.45,0.28
1.0,1.125,1.2000000000000002,0.57,-0.3,0.76
1.0,1.625,1.4000000000000001,0.57,-0.3,0.76
1.2000000000000002,1.5,1.2000000000000002,0.57,-0.3,0.76
1.0,1.625,1.4000000000000001,0.76,0.41,0.51
1.2000000000000002,1.5,1.2000000000000002,0.76,0.41,0.51
1.2000000000000002,1.25,1.4000000000000001,0.76,0.41,0.51
1.0,1.625,1.4000000000000001,-0.76,-0.41,-0.51
1.0,1.375,1.6,-0.76,-0.41,-0.51
1.2000000000000002,1.25,1.4000000000000001,-0.76,-0.41,-0.51
1.0,1.375,1.6,0.75,0.17,0.64
1.2000000000000002,1.25,1.4000000000000001,0.75,0.17,0.64
1.2000000000000002,0.5,1.6,0.75,0.17,0.64
1.0,1.375,1.6,-0.9,-0.21,0.39
1.0,1.75,1.8,-0.9,-0.21,0.39
1.2000000000000002,0.5,1.6,-0.9,-0.21,0.39
1.0,1.75,1.8,0.54,0.22,-0.81
1.2000000000000002,0.5,1.6,0.54,0.22,-0.81
1.2000000000000002,1.25,1.8,0.54,0.22,-0.81
1.0,1.75,1.8,-0.9,-0.36,-0.23
1.0,1.625,2.0,-0.9,-0.36,-0.23
1.2000000000000002,1.25,1.8,-0.9,-0.36,-0.23
1.0,1.625,2.0,0.36,0.58,-0.73
1.2000000000000002,1.25,1.8,0.36,0.58,-0.73
1.2000000000000002,1.5,2.0,0.36,0.58,-0.73
1.0,1.625,2.0,-0.28,-0.45,0.85
1.0,2.0,2.2,-0.28,-0.45,0.85
1.2000000000000002,1.5,2.0,-0.28,-0.45,0.85
1.0,2.0,2.2,0.0,0.37,-0.93
1.2000000000000002,1.5,2.0,0.0,0.37,-0.93
1.2000000000000002,2.0,2.2,0.0,0.37,-0.93
1.0,2.0,2.2,0.0,-0.47,-0.88
1.0,1.625,2.4000000000000004,0.0,-0.47,-0.88
1.2000000000000002,2.0,2.2,0.0,-0.47,-0.88
1.0,1.625,2.4000000000000004,0.36,0.28,0.89
1.2000000000000002,2.0,2.2,0.36,0.28,0.89
1.2000000000000002,1.375,2.4000000000000004,0.36,0.28,0.89
1.0,1.625,2.4000000000000004,-0.78,-0.62,0.0
1.0,1.625,2.6,-0.78,-0.62,0.0
1.2000000000000002,1.375,2.4000000000000004,-0.78,-0.62,0.0
1.0,1.625,2.6,0.78,0.62,-0.0
1.2000000000000002,1.375,2.4000000000000004,0.78,0.62,-0.0
1.2000000000000002,1.375,2.6,0.78,0.62,-0.0
1.0,1.625,2.6,-0.36,-0.28,-0.89
1.0,1.0,2.8000000000000003,-0.36,-0.28,-0.89
1.2000000000000002,1.375,2.6,-0.36,-0.28,-0.89
1.0,1.0,2.8000000000000003,-0.88,0.47,0.0
1.2000000000000002,1.375,2.6,-0.88,0.47,0.0
1.2000000000000002,1.375,2.8000000000000003,-0.88,0.47,0.0
1.0,1.0,2.8000000000000003,0.85,-0.45,-0.28
1.0,0.875,3.0,0.85,-0.45,-0.28
1.2000000000000002,1.375,2.8000000000000003,0.85,-0.45,-0.28
1.0,0.875,3.0,-0.92,0.25,-0.31
1.2000000000000002,1.375,2.8000000000000003,-0.92,0.25,-0.31
1.2000000000000002,1.625,3.0,-0.92,0.25,-0.31
1.0,0.875,3.0,0.92,-0.25,0.31
1.0,1.125,3.2,0.92,-0.25,0.31
1.2000000000000002,1.625,3.0,0.92,-0.25,0.31
1.0,1.125,3.2,-0.62,0.49,0.62
1.2000000000000002,1.625,3.0,-0.62,0.49,0.62
1.2000000000000002,1.375,3.2,-0.62,0.49,0.62
1.0,1.125,3.2,0.51,-0.41,0.76
1.0,1.5,3.4000000000000004,0.51,-0.41,0.76
1.2000000000000002,1.375,3.2,0.51,-0.41,0.76
1.0,1.5,3.4000000000000004,-0.51,0.41,-0.76
1.2000000000000002,1.375,3.2,-0.51,0.41,-0.76
1.2000000000000002,1.75,3.4000000000000004,-0.51,0.41,-0.76
1.0,1.5,3.4000000000000004,0.73,-0.58,0.36
1.0,1.625,3.6,0.73,-0.58,0.36
1.2000000000000002,1.75,3.4000000000000004,0.73,-0.58,0.36
1.0,1.625,3.6,0.57,0.3,0.76
1.2000000000000002,1.75,3.4000000000000004,0.57,0.3,0.76
1.2000000000000002,1.25,3.6,0.57,0.3,0.76
1.0,1.625,3.6,-0.57,-0.3,0.76
1.0,2.125,3.8000000000000003,-0.57,-0.3,0.76
1.2000000000000002,1.25,3.6,-0.57,-0.3,0.76
1.0,2.125,3.8000000000000003,0.89,0.28,-0.36
1.2000000000000002,1.25,3.6,0.89,0.28,-0.36
1.2000000000000002,1.5,3.8000000000000003,0.89,0.28,-0.36
1.0,2.125,3.8000000000000003,-0.83,-0.26,-0.5
1.0,1.75,4.0,-0.83,-0.26,-0.5
1.2000000000000002,1.5,3.8000000000000003,-0.83,-0.26,-0.5
1.0,1.75,4.0,0.47,0.75,-0.47
1.2000000000000002,1.5,3.8000000000000003,0.47,0.75,-0.47
1.2000000000000002,1.625,4.0,0.47,0.75,-0.47
1.0,1.75,4.0,-0.36,-0.58,0.73
1.0,2.0,4.2,-0.36,-0.58,0.73
1.2000000000000002,1.625,4.0,-0.36,-0.58,0.73
1.0,2.0,4.2,0.0,0.47,-0.88
1.2000000000000002,1.625,4.0,0.0,0.47,-0.88
1.2000000000000002,2.0,4.2,0.0,0.47,-0.88
1.0,2.0,4.2,0.0,-0.26,-0.97
1.0,1.25,4.4,0.0,-0.26,-0.97
1.2000000000000002,2.0,4.2,0.0,-0.26,-0.97
1.0,1.25,4.4,-0.84,0.34,0.42
1.2000000000000002,2.0,4.2,-0.84,0.34,0.42
1.2000000000000002,1.75,4.4,-0.84,0.34,0.42
1.0,1.25,4.4,0.9,-0.36,0.23
1.0,1.375,4.6000000000000005,0.9,-0.36,0.23
1.2000000000000002,1.75,4.4,0.9,-0.36,0.23
1.0,1.375,4.6000000000000005,-0.9,0.36,-0.23
1.2000000000000002,1.75,4.4,-0.9,0.36,-0.23
1.2000000000000002,1.875,4.6000000000000005,-0.9,0.36,-0.23
1.0,1.375,4.6000000000000005,0.84,-0.34,-0.42
1.0,1.125,4.800000000000001,0.84,-0.34,-0.42
1.2000000000000002,1.875,4.6000000000000005,0.84,-0.34,-0.42
1.0,1.125,4.800000000000001,0.0,0.26,0.97
1.2000000000000002,1.875,4.6000000000000005,0.0,0.26,0.97
1.2000000000000002,1.125,4.800000000000001,0.0,0.26,0.97
1.0,1.125,4.800000000000001,0.0,-0.85,0.53
1.0,1.25,5.0,0.0,-0.85,0.53
1.2000000000000002,1.125,4.800000000000001,0.0,-0.85,0.53
1.0,1.25,5.0,-0.36,0.58,-0.73
1.2000000000000002,1.125,4.800000000000001,-0.36,0.58,-0.73
1.2000000000000002,1.375,5.0,-0.36,0.58,-0.73
1.0,1.25,5.0,0.36,-0.58,-0.73
1.0,1.0,5.2,0.36,-0.58,-0.73
1.2000000000000002,1.375,5.0,0.36,-0.58,-0.73
1.0,1.0,5.2,-0.73,0.58,0.36
1.2000000000000002,1.375,5.0,-0.73,0.58,0.36
1.2000000000000002,1.25,5.2,-0.73,0.58,0.36
1.0,1.0,5.2,0.62,-0.49,0.62
1.0,1.25,5.4,0.62,-0.49,0.62
1.2000000000000002,1.25,5.2,0.62,-0.49,0.62
1.0,1.25,5.4,-0.69,0.19,-0.69
1.2000000000000002,1.25,5.2,-0.69,0.19,-0.69
1.2000000000000002,2.0,5.4,-0.69,0.19,-0.69
1.0,1.25,5.4,0.87,-0.23,-0.44
1.0,0.875,5.6000000000000005,0.87,-0.23,-0.44
1.2000000000000002,2.0,5.4,0.87,-0.23,-0.44
1.0,0.875,5.6000000000000005,-0.61,0.24,0.76
1.2000000000000002,2.0,5.4,-0.61,0.24,0.76
1.2000000000000002,1.375,5.6000000000000005,-0.61,0.24,0.76
1.0,0.875,5.6000000000000005,0.49,-0.19,0.85
1.0,1.75,5.800000000000001,0.49,-0.19,0.85
1.2000000000000002,1.375,5.6000000000000005,0.49,-0.19,0.85
1.0,1.75,5.800000000000001,-0.44,0.23,-0.87
1.2000000000000002,1.375,5.6000000000000005,-0.44,0.23,-0.87
1.2000000000000002,2.125,5.800000000000001,-0.44,0.23,-0.87
1.0,1.75,5.800000000000001,0.57,-0.3,-0.76
1.0,1.25,6.0,0.57,-0.3,-0.76
1.2000000000000002,2.125,5.800000000000001,0.57,-0.3,-0.76
1.0,1.25,6.0,0.21,0.17,0.96
1.2000000000000002,2.125,5.800000000000001,0.21,0.17,0.96
1.2000000000000002,1.0,6.0,0.21,0.17,0.96
1.0,1.25,6.0,-0.36,-0.28,0.89
1.0,1.875,6.2,-0.36,-0.28,0.89
1.2000000000000002,1.0,6.0,-0.36,-0.28,0.89
1.0,1.875,6.2,0.76,0.3,-0.57
1.2000000000000002,1.0,6.0,0.76,0.3,-0.57
1.2000000000000002,1.375,6.2,0.76,0.3,-0.57
1.0,1.875,6.2,-0.54,-0.22,-0.81
1.0,1.125,6.4,-0.54,-0.22,-0.81
1.2000000000000002,1.375,6.2,-0.54,-0.22,-0.81
1.0,1.125,6.4,0.54,0.22,0.81
1.2000000000000002,1.375,6.2,0.54,0.22,0.81
1.2000000000000002,0.625,6.4,0.54,0.22,0.81
1.0,1.125,6.4,-0.93,-0.37,0.0
1.0,1.125,6.6000000000000005,-0.93,-0.37,0.0
1.2000000000000002,0.625,6.4,-0.93,-0.37,0.0
1.0,1.125,6.6000000000000005,-0.19,0.3,-0.94
1.2000000000000002,0.625,6.4,-0.19,0.3,-0.94
1.2000000000000002,1.25,6.6000000000000005,-0.19,0.3,-0.94
1.0,1.125,6.6000000000000005,0.16,-0.25,0.95
1.0,1.875,6.800000000000001,0.16,-0.25,0.95
1.2000000000000002,1.25,6.6000000000000005,0.16,-0.25,0.95
1.0,1.875,6.800000000000001,0.51,0.41,-0.76
1.2000000000000002,1.25,6.6000000000000005,0.51,0.41,-0.76
1.2000000000000002,1.625,6.800000000000001,0.51,0.41,-0.76
1.0,1.875,6.800000000000001,-0.73,-0.58,0.36
1.0,2.0,7.0,-0.73,-0.58,0.36
1.2000000000000002,1.625,6.800000000000001,-0.73,-0.58,0.36
1.0,2.0,7.0,0.0,0.47,-0.88
1.2000000000000002,1.625,6.800000000000001,0.0,0.47,-0.88
1.2000000000000002,2.0,7.0,0.0,0.47,-0.88
1.0,2.0,7.0,0.0,-0.85,0.53
1.0,2.125,7.2,0.0,-0.85,0.53
1.2000000000000002,2.0,7.0,0.0,-0.85,0.53
1.0,2.125,7.2,0.76,0.41,0.51
1.2000000000000002,2.0,7.0,0.76,0.41,0.51
1.2000000000000002,1.75,7.2,0.76,0.41,0.51
1.0,2.125,7.2,-0.85,-0.45,-0.28
1.0,2.0,7.4,-0.85,-0.45,-0.28
1.2000000000000002,1.75,7.2,-0.85,-0.45,-0.28
1.0,2.0,7.4,0.85,0.45,0.28
1.2000000000000002,1.75,7.2,0.85,0.45,0.28
1.2000000000000002,1.625,7.4,0.85,0.45,0.28
1.0,2.0,7.4,-0.66,-0.35,0.66
1.0,2.375,7.6000000000000005,-0.66,-0.35,0.66
1.2000000000000002,1.625,7.4,-0.66,-0.35,0.66
1.0,2.375,7.6000000000000005,0.97,0.22,0.14
1.2000000000000002,1.625,7.4,0.97,0.22,0.14
1.2000000000000002,1.5,7.6000000000000005,0.97,0.22,0.14
1.0,2.375,7.6000000000000005,-0.85,-0.19,-0.49
1.0,1.875,7.800000000000001,-0.85,-0.19,-0.49
1.2000000000000002,1.5,7.6000000000000005,-0.85,-0.19,-0.49
1.0,1.875,7.800000000000001,-0.23,0.36,-0.9
1.2000000000000002,1.5,7.6000000000000005,-0.23,0.36,-0.9
1.2000000000000002,2.0,7.800000000000001,-0.23,0.36,-0.9
1.0,1.875,7.800000000000001,0.53,-0.85,0.0
1.0,1.875,8.0,0.53,-0.85,0.0
1.2000000000000002,2.0,7.800000000000001,0.53,-0.85,0.0
1.0,1.875,8.0,0.51,0.41,0.76
1.2000000000000002,2.0,7.800000000000001,0.51,0.41,0.76
1.2000000000000002,1.625,8.0,0.51,0.41,0.76
1.0,1.875,8.0,-0.31,-0.25,-0.92
1.0,1.125,8.200000000000001,-0.31,-0.25,-0.92
1.2000000000000002,1.625,8.0,-0.31,-0.25,-0.92
1.0,1.125,8.200000000000001,-0.85,0.45,0.28
1.2000000000000002,1.625,8.0,-0.85,0.45,0.28
1.2000000000000002,1.5,8.200000000000001,-0.85,0.45,0.28
1.0,1.125,8.200000000000001,0.57,-0.3,0.76
1.0,1.625,8.4,0.57,-0.3,0.76
1.2000000000000002,1.5,8.200000000000001,0.57,-0.3,0.76
1.0,1.625,8.4,0.53,0.85,-0.0
1.2000000000000002,1.5,8.200000000000001,0.53,0.85,-0.0
1.2000000000000002,1.5,8.4,0.53,0.85,-0.0
1.0,1.625,8.4,-0.47,-0.75,0.47
1.0,1.75,8.6,-0.47,-0.75,0.47
1.2000000000000002,1.5,8.4,-0.47,-0.75,0.47
1.0,1.75,8.6,0.81,0.22,0.54
1.2000000000000002,1.5,8.4,0.81,0.22,0.54
1.2000000000000002,1.0,8.6,0.81,0.22,0.54
1.0,1.75,8.6,-0.95,-0.25,-0.16
1.0,1.625,8.8,-0.95,-0.25,-0.16
1.2000000000000002,1.0,8.6,-0.95,-0.25,-0.16
1.0,1.625,8.8,0.76,0.41,-0.51
1.2000000000000002,1.0,8.6,0.76,0.41,-0.51
1.2000000000000002,1.25,8.8,0.76,0.41,-0.51
1.0,1.625,8.8,-0.85,-0.45,-0.28
1.0,1.5,9.0,-0.85,-0.45,-0.28
1.2000000000000002,1.25,8.8,-0.85,-0.45,-0.28
1.0,1.5,9.0,0.84,0.34,0.42
1.2000000000000002,1.25,8.8,0.84,0.34,0.42
1.2000000000000002,1.0,9.0,0.84,0.34,0.42
1.0,1.5,9.0,-0.84,-0.34,0.42
1.0,1.75,9.200000000000001,-0.84,-0.34,0.42
1.2000000000000002,1.0,9.0,-0.84,-0.34,0.42
1.0,1.75,9.200000000000001,0.94,0.3,-0.19
1.2000000000000002,1.0,9.0,0.94,0.3,-0.19
1.2000000000000002,1.125,9.200000000000001,0.94,0.3,-0.19
1.0,1.75,9.200000000000001,-0.76,-0.24,-0.61
1.0,1.25,9.4,-0.76,-0.24,-0.61
1.2000000000000002,1.125,9.200000000000001,-0.76,-0.24,-0.61
1.0,1.25,9.4,-0.51,0.41,-0.76
1.2000000000000002,1.125,9.200000000000001,-0.51,0.41,-0.76
1.2000000000000002,1.5,9.4,-0.51,0.41,-0.76
1.0,1.25,9.4,0.62,-0.49,-0.62
1.0,1.0,9.600000000000001,0.62,-0.49,-0.62
1.2000000000000002,1.5,9.4,0.62,-0.49,-0.62
1.0,1.0,9.600000000000001,-0.94,0.3,-0.19
1.2000000000000002,1.5,9.4,-0.94,0.3,-0.19
1.2000000000000002,1.625,9.600000000000001,-0.94,0.3,-0.19
1.0,1.0,9.600000000000001,0.83,-0.26,0.5
1.0,1.375,9.8,0.83,-0.26,0.5
1.2000000000000002,1.625,9.600000000000001,0.83,-0.26,0.5
1.0,1.375,9.8,-0.85,0.45,-0.28
1.2000000000000002,1.625,9.600000000000001,-0.85,0.45,-0.28
1.2000000000000002,1.75,9.8,-0.85,0.45,-0.28
1.0,1.375,9.8,0.88,-0.47,0.0
1.0,1.375,10.0,0.88,-0.47,0.0
1.2000000000000002,1.75,9.8,0.88,-0.47,0.0
1.0,1.375,10.0,0.0,0.47,0.88
1.2000000000000002,1.75,9.8,0.0,0.47,0.88
1.2000000000000002,1.375,10.0,0.0,0.47,0.88
1.0,1.375,10.0,0.0,-0.37,0.93
1.0,1.875,10.200000000000001,0.0,-0.37,0.93
1.2000000000000002,1.375,10.0,0.0,-0.37,0.93
1.0,1.875,10.200000000000001,0.62,0.49,-0.62
1.2000000000000002,1.375,10.0,0.62,0.49,-0.62
1.2000000000000002,1.625,10.200000000000001,0.62,0.49,-0.62
1.0,1.875,10.200000000000001,-0.51,-0.41,-0.76
1.0,1.5,10.4,-0.51,-0.41,-0.76
1.2000000000000002,1.625,10.200000000000001,-0.51,-0.41,-0.76
1.0,1.5,10.4,0.57,0.3,0.76
1.2000000000000002,1.625,10.200000000000001,0.57,0.3,0.76
1.2000000000000002,1.125,10.4,0.57,0.3,0.76
1.0,1.5,10.4,-0.66,-0.35,-0.66
1.0,1.125,10.600000000000001,-0.66,-0.35,-0.66
1.2000000000000002,1.125,10.4,-0.66,-0.35,-0.66
1.0,1.125,10.600000000000001,0.62,0.49,0.62
1.2000000000000002,1.125,10.4,0.62,0.49,0.62
1.2000000000000002,0.875,10.600000000000001,0.62,0.49,0.62
1.0,1.125,10.600000000000001,-0.62,-0.49,0.62
1.0,1.375,10.8,-0.62,-0.49,0.62
1.2000000000000002,0.875,10.600000000000001,-0.62,-0.49,0.62
1.0,1.375,10.8,0.93,0.37,-0.0
1.2000000000000002,0.875,10.600000000000001,0.93,0.37,-0.0
1.2000000000000002,0.875,10.8,0.93,0.37,-0.0
1.0,1.375,10.8,-0.68,-0.27,0.68
1.0,1.875,11.0,-0.68,-0.27,0.68
1.2000000000000002,0.875,10.8,-0.68,-0.27,0.68
1.0,1.875,11.0,0.68,0.27,-0.68
1.2000000000000002,0.875,10.8,0.68,0.27,-0.68
1.2000000000000002,1.375,11.0,0.68,0.27,-0.68
1.0,1.875,11.0,-0.54,-0.22,-0.81
1.0,1.125,11.200000000000001,-0.54,-0.22,-0.81
1.2000000000000002,1.375,11.0,-0.54,-0.22,-0.81
1.0,1.125,11.200000000000001,0.0,0.62,0.78
1.2000000000000002,1.375,11.0,0.0,0.62,0.78
1.2000000000000002,1.125,11.200000000000001,0.0,0.62,0.78
1.0,1.125,11.200000000000001,0.0,-0.37,0.93
1.0,1.625,11.4,0.0,-0.37,0.93
1.2000000000000002,1.125,11.200000000000001,0.0,-0.37,0.93
1.0,1.625,11.4,0.0,0.37,-0.93
1.2000000000000002,1.125,11.200000000000001,0.0,0.37,-0.93
1.2000000000000002,1.625,11.4,0.0,0.37,-0.93
1.0,1.625,11.4,0.0,-0.37,-0.93
1.0,1.125,11.600000000000001,0.0,-0.37,-0.93
1.2000000000000002,1.625,11.4,0.0,-0.37,-0.93
1.0,1.125,11.600000000000001,0.0,0.37,0.93
1.2000000000000002,1.625,11.4,0.0,0.37,0.93
1.2000000000000002,1.125,11.600000000000001,0.0,0.37,0.93
1.0,1.125,11.600000000000001,0.0,-0.18,0.98
1.0,2.25,11.8,0.0,-0.18,0.98
1.2000000000000002,1.125,11.600000000000001,0.0,-0.18,0.98
1.0,2.25,11.8,0.44,0.23,-0.87
1.2000000000000002,1.125,11.600000000000001,0.44,0.23,-0.87
1.2000000000000002,1.875,11.8,0.44,0.23,-0.87
1.0,2.25,11.8,-0.76,-0.41,-0.51
1.0,2.0,12.0,-0.76,-0.41,-0.51
1.2000000000000002,1.875,11.8,-0.76,-0.41,-0.51
1.0,2.0,12.0,-0.51,0.41,-0.76
1.2000000000000002,1.875,11.8,-0.51,0.41,-0.76
1.2000000000000002,2.25,12.0,-0.51,0.41,-0.76
1.0,2.0,12.0,0.73,-0.58,-0.36
1.0,1.875,12.200000000000001,0.73,-0.58,-0.36
1.2000000000000002,2.25,12.0,0.73,-0.58,-0.36
1.0,1.875,12.200000000000001,0.36,0.28,0.89
1.2000000000000002,2.25,12.0,0.36,0.28,0.89
1.2000000000000002,1.625,12.200000000000001,0.36,0.28,0.89
1.0,1.875,12.200000000000001,-0.73,-0.58,0.36
1.0,2.0,12.4,-0.73,-0.58,0.36
1.2000000000000002,1.625,12.200000000000001,-0.73,-0.58,0.36
1.0,2.0,12.4,-0.23,0.36,-0.9
1.2000000000000002,1.625,12.200000000000001,-0.23,0.36,-0.9
1.2000000000000002,2.125,12.4,-0.23,0.36,-0.9
1.0,2.0,12.4,0.28,-0.45,-0.85
1.0,1.625,12.600000000000001,0.28,-0.45,-0.85
1.2000000000000002,2.125,12.4,0.28,-0.45,-0.85
1.0,1.625,12.600000000000001,0.0,0.37,0.93
1.2000000000000002,2.125,12.4,0.0,0.37,0.93
1.2000000000000002,1.625,12.600000000000001,0.0,0.37,0.93
1.0,1.625,12.600000000000001,0.0,-0.47,-0.88
1.0,1.25,12.8,0.0,-0.47,-0.88
1.2000000000000002,1.625,12.600000000000001,0.0,-0.47,-0.88
1.0,1.25,12.8,-0.9,0.36,-0.23
1.2000000000000002,1.625,12.600000000000001,-0.9,0.36,-0.23
1.2000000000000002,1.75,12.8,-0.9,0.36,-0.23
1.0,1.25,12.8,0.93,-0.37,0.0
1.0,1.25,13.0,0.93,-0.37,0.0
1.2000000000000002,1.75,12.8,0.93,-0.37,0.0
1.0,1.25,13.0,-0.28,0.45,0.85
1.2000000000000002,1.75,12.8,-0.28,0.45,0.85
1.2000000000000002,1.375,13.0,-0.28,0.45,0.85
1.0,1.25,13.0,0.36,-0.58,0.73
1.0,1.5,13.200000000000001,0.36,-0.58,0.73
1.2000000000000002,1.375,13.0,0.36,-0.58,0.73
1.0,1.5,13.200000000000001,0.0,0.85,-0.53
1.2000000000000002,1.375,13.0,0.0,0.85,-0.53
1.2000000000000002,1.5,13.200000000000001,0.0,0.85,-0.53
1.0,1.5,13.200000000000001,0.0,-0.62,0.78
1.0,1.75,13.4,0.0,-0.62,0.78
1.2000000000000002,1.5,13.200000000000001,0.0,-0.62,0.78
1.0,1.75,13.4,0.0,0.62,-0.78
1.2000000000000002,1.5,13.200000000000001,0.0,0.62,-0.78
1.2000000000000002,1.75,13.4,0.0,0.62,-0.78
1.0,1.75,13.4,0.0,-0.85,0.53
1.0,1.875,13.600000000000001,0.0,-0.85,0.53
1.2000000000000002,1.75,13.4,0.0,-0.85,0.53
1.0,1.875,13.600000000000001,0.76,0.41,0.51
1.2000000000000002,1.75,13.4,0.76,0.41,0.51
1.2000000000000002,1.5,13.600000000000001,0.76,0.41,0.51
1.0,1.875,13.600000000000001,-0.66,-0.35,-0.66
1.0,1.5,13.8,-0.66,-0.35,-0.66
1.2000000000000002,1.5,13.600000000000001,-0.66,-0.35,-0.66
1.0,1.5,13.8,0.47,0.75,0.47
1.2000000000000002,1.5,13.600000000000001,0.47,0.75,0.47
1.2000000000000002,1.375,13.8,0.47,0.75,0.47
1.0,1.5,13.8,-0.28,-0.45,-0.85
1.0,1.125,14.0,-0.28,-0.45,-0.85
1.2000000000000002,1.375,13.8,-0.28,-0.45,-0.85
1.0,1.125,14.0,0.0,0.62,0.78
1.2000000000000002,1.375,13.8,0.0,0.62,0.78
1.2000000000000002,1.125,14.0,0.0,0.62,0.78
1.0,1.125,14.0,0.0,-0.26,0.97
1.0,1.875,14.200000000000001,0.0,-0.26,0.97
1.2000000000000002,1.125,14.0,0.0,-0.26,0.97
1.0,1.875,14.200000000000001,0.42,0.34,-0.84
1.2000000000000002,1.125,14.0,0.42,0.34,-0.84
1.2000000000000002,1.625,14.200000000000001,0.42,0.34,-0.84
1.0,1.875,14.200000000000001,-0.62,-0.49,-0.62
1.0,1.625,14.4,-0.62,-0.49,-0.62
1.2000000000000002,1.625,14.200000000000001,-0.62,-0.49,-0.62
1.0,1.625,14.4,0.62,0.49,0.62
1.2000000000000002,1.625,14.200000000000001,0.62,0.49,0.62
1.2000000000000002,1.375,14.4,0.62,0.49,0.62
1.0,1.625,14.4,-0.78,-0.62,0.0
1.0,1.625,14.600000000000001,-0.78,-0.62,0.0
1.2000000000000002,1.375,14.4,-0.78,-0.62,0.0
1.0,1.625,14.600000000000001,-0.28,0.45,-0.85
1.2000000000000002,1.375,14.4,-0.28,0.45,-0.85
1.2000000000000002,1.75,14.600000000000001,-0.28,0.45,-0.85
1.0,1.625,14.600000000000001,0.19,-0.3,-0.94
1.0,1.0,14.8,0.19,-0.3,-0.94
1.2000000000000002,1.75,14.600000000000001,0.19,-0.3,-0.94
1.0,1.0,14.8,-0.84,0.34,0.42
1.2000000000000002,1.75,14.600000000000001,-0.84,0.34,0.42
1.2000000000000002,1.5,14.8,-0.84,0.34,0.42
1.0,1.0,14.8,0.84,-0.34,-0.42
1.0,0.75,15.0,0.84,-0.34,-0.42
1.2000000000000002,1.5,14.8,0.84,-0.34,-0.42
1.0,0.75,15.0,-0.94,0.3,0.19
1.2000000000000002,1.5,14.8,-0.94,0.3,0.19
1.2000000000000002,1.375,15.0,-0.94,0.3,0.19
1.0,0.75,15.0,0.69,-0.22,0.69
1.0,1.375,15.200000000000001,0.69,-0.22,0.69
1.2000000000000002,1.375,15.0,0.69,-0.22,0.69
1.0,1.375,15.200000000000001,0.0,1.0,-0.0
1.2000000000000002,1.375,15.0,0.0,1.0,-0.0
1.2000000000000002,1.375,15.200000000000001,0.0,1.0,-0.0
1.0,1.375,15.200000000000001,0.0,-0.62,0.78
1.0,1.625,15.4,0.0,-0.62,0.78
1.2000000000000002,1.375,15.200000000000001,0.0,-0.62,0.78
1.0,1.625,15.4,0.83,0.26,0.5
1.2000000000000002,1.375,15.200000000000001,0.83,0.26,0.5
1.2000000000000002,1.0,15.4,0.83,0.26,0.5
1.0,1.625,15.4,-0.69,-0.22,0.69
1.0,2.25,15.600000000000001,-0.69,-0.22,0.69
1.2000000000000002,1.0,15.4,-0.69,-0.22,0.69
1.0,2.25,15.600000000000001,0.9,0.21,-0.39
1.2000000000000002,1.0,15.4,0.9,0.21,-0.39
1.2000000000000002,1.375,15.600000000000001,0.9,0.21,-0.39
1.0,2.25,15.600000000000001,-0.75,-0.17,-0.64
1.0,1.5,15.8,-0.75,-0.17,-0.64
1.2000000000000002,1.375,15.600000000000001,-0.75,-0.17,-0.64
1.0,1.5,15.8,0.76,0.41,0.51
1.2000000000000002,1.375,15.600000000000001,0.76,0.41,0.51
1.2000000000000002,1.125,15.8,0.76,0.41,0.51
1.0,1.5,15.8,-0.85,-0.45,0.28
1.0,1.625,16.0,-0.85,-0.45,0.28
